phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
без друго,"{'без': 0.0, 'друго': 13.113738059997559}","— без друго тая мръсница — каза той — ще да е изпуснала писалката из ливадата — и заедно с коста отидоха нататък, наведени из ливадата.","{'—': 2.299560546875, 'без': 9.959711074829102, 'друго': 13.590433120727539, 'тая': 12.05306625366211, 'мръсница': 28.299205780029297, 'каза': 9.300997734069824, 'той': 10.035654067993164, 'ще': 6.952857971191406, 'да': 6.390019416809082, 'е': 3.6688079833984375, 'изпуснала': 17.849921226501465, 'писалката': 24.98326873779297, 'из': 4.379606246948242, 'ливадата': 19.453051567077637, 'и': 3.687854766845703, 'заедно': 7.778598785400391, 'с': 1.9628362655639648, 'коста': 11.930119514465332, 'отидоха': 15.217308521270752, 'нататък,': 14.949382305145264, 'наведени': 14.276124954223633, 'ливадата.': 7.3964385986328125}",не иначе как,"{'не': 0.0, 'иначе': 10.061405181884766, 'как': 1.4983339309692383}","— не иначе как эта дрянь уронила ее где-нибудь на лужайке,  — сказал стефчов и, наклонив голову, вместе с костой принялся искать записку в траве. ","{'—': 13.963796615600586, 'не': 6.164958953857422, 'иначе': 6.531763076782227, 'как': 1.2757940292358398, 'эта': 7.355705738067627, 'дрянь': 5.017063140869141, 'уронила': 8.453835487365723, 'ее': 3.0359582901000977, 'где-нибудь': 5.909981727600098, 'на': 1.7665729522705078, 'лужайке,': 7.571795463562012, 'сказал': 2.8208885192871094, 'стефчов': 36.2912712097168, 'и,': 4.636172294616699, 'наклонив': 7.269674301147461, 'голову,': 0.6560878753662109, 'вместе': 8.850281715393066, 'с': 0.1551666259765625, 'костой': 14.28726577758789, 'принялся': 3.8127193450927734, 'искать': 3.0068883895874023, 'записку': 8.194777488708496, 'в': 3.45550537109375, 'траве.': 0.40865516662597656}",без другого,"{'без': 0.0, 'другого': 8.209854125976562}","— без другого эта дрянь уронила ее где-нибудь на лужайке,  — сказал стефчов и, наклонив голову, вместе с костой принялся искать записку в траве. ","{'—': 15.154118537902832, 'без': 9.959711074829102, 'другого': 11.048307418823242, 'эта': 8.012575149536133, 'дрянь': 6.803934097290039, 'уронила': 13.496417999267578, 'ее': 6.772793769836426, 'где-нибудь': 10.721725463867188, 'на': 1.1145401000976562, 'лужайке,': 7.236758232116699, 'сказал': 2.8785362243652344, 'стефчов': 35.954172134399414, 'и,': 4.997868537902832, 'наклонив': 7.280237197875977, 'голову,': 0.6920700073242188, 'вместе': 8.731183052062988, 'с': 0.14197921752929688, 'костой': 14.414358139038086, 'принялся': 4.058040618896484, 'искать': 4.006204605102539, 'записку': 8.615460395812988, 'в': 3.3254623413085938, 'траве.': 0.7292098999023438}"
почти като,"{'почти': 0.0, 'като': 14.742745399475098}","колкото за самата епидемия, той не се вълнуваше никак от нея и я считаше почти като сезонно явление, подобно на лятната диария по кърмачетата.","{'колкото': 12.174490928649902, 'за': 4.751924514770508, 'самата': 12.990029335021973, 'епидемия,': 16.165449142456055, 'той': 6.800102233886719, 'не': 3.7690343856811523, 'се': 1.8106422424316406, 'вълнуваше': 15.188575744628906, 'никак': 6.44514274597168, 'от': 4.658438682556152, 'нея': 4.510381698608398, 'и': 2.900547981262207, 'я': 6.54643440246582, 'считаше': 17.254182815551758, 'почти': 8.273011207580566, 'като': 6.1692657470703125, 'сезонно': 13.802543640136719, 'явление,': 7.073732376098633, 'подобно': 7.708683967590332, 'на': 2.3328943252563477, 'лятната': 13.030956268310547, 'диария': 13.01618766784668, 'по': 6.094152450561523, 'кърмачетата.': 19.73989772796631}",почти что,"{'почти': 0.0, 'что': 4.318419456481934}","что до самой эпидемии, она его ничуть не волновала, он считал ее почти что сезонным явлением, вроде летнего поноса у грудных детей.","{'что': 2.2599992752075195, 'до': 6.712940216064453, 'самой': 6.546529769897461, 'эпидемии,': 11.86283016204834, 'она': 5.031764984130859, 'его': 5.517848968505859, 'ничуть': 7.6153411865234375, 'не': 0.010822296142578125, 'волновала,': 5.100464820861816, 'он': 3.008500099182129, 'считал': 3.95314884185791, 'ее': 2.2651681900024414, 'почти': 5.735800743103027, 'сезонным': 12.894933700561523, 'явлением,': 1.9720745086669922, 'вроде': 4.606388092041016, 'летнего': 5.899655342102051, 'поноса': 9.3841552734375, 'у': 2.645008087158203, 'грудных': 5.66011905670166, 'детей.': 0.9339809417724609}",почти как,"{'почти': 0.0, 'как': 5.406330108642578}","что до самой эпидемии, она его ничуть не волновала, он считал ее почти как сезонным явлением, вроде летнего поноса у грудных детей.","{'что': 0.0, 'до': 6.712940216064453, 'самой': 6.546529769897461, 'эпидемии,': 11.86283016204834, 'она': 5.031764984130859, 'его': 5.517848968505859, 'ничуть': 7.6153411865234375, 'не': 0.010822296142578125, 'волновала,': 5.100464820861816, 'он': 3.008500099182129, 'считал': 3.95314884185791, 'ее': 2.2651681900024414, 'почти': 5.735800743103027, 'как': 6.596904754638672, 'сезонным': 16.02457904815674, 'явлением,': 2.4432754516601562, 'вроде': 4.646903991699219, 'летнего': 5.589170455932617, 'поноса': 9.743976593017578, 'у': 2.684406280517578, 'грудных': 5.533475875854492, 'детей.': 0.8942070007324219}"
именно че,"{'именно': 0.0, 'че': 10.920928955078125}","това още преди две години и половина го знаех и две години и половина вече мисля за това именно, че «дунечка много неща може да понесе».","{'това': 2.606417655944824, 'още': 15.945572853088379, 'преди': 13.995161056518555, 'две': 6.82451057434082, 'години': 1.048910140991211, 'и': 3.0321922302246094, 'половина': 1.745631217956543, 'го': 6.69095516204834, 'знаех': 10.449753761291504, 'вече': 8.592218399047852, 'мисля': 6.989850044250488, 'за': 3.9592723846435547, 'именно,': 10.554627418518066, 'че': 0.4554920196533203, '«дунечка': 26.300930976867676, 'много': 7.964987754821777, 'неща': 8.948040008544922, 'може': 7.255129814147949, 'да': 0.8846015930175781, 'понесе».': 9.792954444885254}",именно что,"{'именно': 0.0, 'что': 4.135453224182129}","это я два с половиной года назад уже знал и с тех пор два с половиной года об этом думал, об этом именно, что «дунечка многое может снести».","{'это': 0.0, 'я': 4.377002716064453, 'два': 7.566395282745361, 'с': 1.0217437744140625, 'половиной': 0.06645011901855469, 'года': 0.20183944702148438, 'назад': 1.1245813369750977, 'уже': 5.089219093322754, 'знал': 6.864784240722656, 'и': 4.0495452880859375, 'тех': 0.6517219543457031, 'пор': 0.01587677001953125, 'об': 6.402780532836914, 'этом': 0.3797779083251953, 'думал,': 5.545042037963867, 'именно,': 12.130189895629883, 'что': 2.8595638275146484, '«дунечка': 23.071086883544922, 'многое': 12.359004974365234, 'может': 2.510974884033203, 'снести».': 11.957554817199707}",именно а,"{'именно': 0.0, 'а': 5.877159595489502}","это я два с половиной года назад уже знал и с тех пор два с половиной года об этом думал, об этом именно а «дунечка многое может снести».","{'это': 0.0, 'я': 4.377002716064453, 'два': 7.566395282745361, 'с': 1.0217437744140625, 'половиной': 0.06645011901855469, 'года': 0.20183944702148438, 'назад': 1.1245813369750977, 'уже': 5.089219093322754, 'знал': 6.864784240722656, 'и': 4.0495452880859375, 'тех': 0.6517219543457031, 'пор': 0.01587677001953125, 'об': 6.402780532836914, 'этом': 0.3797779083251953, 'думал,': 5.545042037963867, 'именно': 7.859353065490723, 'а': 8.562456130981445, '«дунечка': 29.366893768310547, 'многое': 12.49358081817627, 'может': 3.007373809814453, 'снести».': 12.480386734008789}"
как ли пък не,"{'как': 0.0, 'ли': 6.546802520751953, 'пък': 20.991058349609375, 'не': 5.419101715087891}",дебнете ме? как ли пък не! знаех си аз!,"{'дебнете': 12.559715270996094, 'ме?': 16.274810791015625, 'как': 7.404559135437012, 'ли': 8.45984172821045, 'пък': 16.116203784942627, 'не!': 12.733847618103027, 'знаех': 14.161325454711914, 'си': 6.211722373962402, 'аз!': 10.394213199615479}",как бы не так,"{'как': 0.0, 'бы': 4.55210018157959, 'не': 3.0606861114501953, 'так': 2.241331100463867}",подстерегаете? как бы не так! я знал!,"{'подстерегаете?': 20.7363920211792, 'как': 7.238791465759277, 'бы': 3.585618019104004, 'не': 1.3707895278930664, 'так!': 3.32393741607666, 'я': 3.7925539016723633, 'знал!': 13.60582447052002}",как ли не,"{'как': 0.0, 'ли': 6.546802520751953, 'не': 5.690935134887695}",подстерегаете? как ли не! я знал!,"{'подстерегаете?': 20.7363920211792, 'как': 7.238791465759277, 'ли': 8.63172721862793, 'не!': 17.304556846618652, 'я': 4.455501556396484, 'знал!': 12.28751802444458}"
всичко на всичко,"{'всичко': 6.864773750305176, 'на': 4.545928001403809}","почваше да й се струва, че това не е непознат, незнайно как попаднал в тяхното семейство летец, а нейният миша, че не тоя неочакван гост, а нейният мъж, с когото бе прекарала всичко на всичко една пролет.","{'почваше': 23.25215435028076, 'да': 7.79850959777832, 'й': 7.326066493988037, 'се': 6.127703666687012, 'струва,': 11.624324321746826, 'че': 2.6843156814575195, 'това': 6.105476379394531, 'не': 3.017721176147461, 'е': 1.9842147827148438, 'непознат,': 16.50216007232666, 'незнайно': 13.654050827026367, 'как': 5.361784934997559, 'попаднал': 18.48649787902832, 'в': 3.4267492294311523, 'тяхното': 10.112964630126953, 'семейство': 6.118513107299805, 'летец,': 23.12929058074951, 'а': 1.6515750885009766, 'нейният': 6.068292617797852, 'миша,': 15.852349281311035, 'тоя': 11.557897567749023, 'неочакван': 14.57839584350586, 'гост,': 11.548399925231934, 'мъж,': 7.974262237548828, 'с': 6.903428077697754, 'когото': 3.630870819091797, 'бе': 4.936479568481445, 'прекарала': 16.25942325592041, 'всичко': 5.578922271728516, 'на': 4.420141220092773, 'една': 8.938567161560059, 'пролет.': 13.563959121704102}",всего-навсего,{'всего-навсего': 8.020191192626953},"ей начинало казаться, что это не неизвестный ей, невесть как попавший в их семью летчик, а ее миша, что не этого неожиданного гостя, а ее мужа, с которым прожила она всего-навсего одну весну.","{'ей': 0.0, 'начинало': 13.767181396484375, 'казаться,': 3.083057403564453, 'что': 4.630110740661621, 'это': 3.3217296600341797, 'не': 4.455953598022461, 'неизвестный': 12.126930236816406, 'ей,': 7.880314826965332, 'невесть': 9.411933898925781, 'как': 1.8006153106689453, 'попавший': 2.0074472427368164, 'в': 0.7277240753173828, 'их': 2.712742805480957, 'семью': 4.400196075439453, 'летчик,': 8.38905143737793, 'а': 0.45473194122314453, 'ее': 1.7395648956298828, 'миша,': 17.700241088867188, 'этого': 8.423406600952148, 'неожиданного': 10.944082260131836, 'гостя,': 3.3276376724243164, 'мужа,': 3.8093156814575195, 'с': 4.131401062011719, 'которым': 0.3128204345703125, 'прожила': 5.997314453125, 'она': 3.243885040283203, 'всего-навсего': 8.975738525390625, 'одну': 3.4873008728027344, 'весну.': 11.531766891479492}",все на все,"{'все': 6.508370399475098, 'на': 4.658191680908203}","ей начинало казаться, что это не неизвестный ей, невесть как попавший в их семью летчик, а ее миша, что не этого неожиданного гостя, а ее мужа, с которым прожила она все на все одну весну.","{'ей': 0.0, 'начинало': 13.767181396484375, 'казаться,': 3.083057403564453, 'что': 4.630110740661621, 'это': 3.3217296600341797, 'не': 4.455953598022461, 'неизвестный': 12.126930236816406, 'ей,': 7.880314826965332, 'невесть': 9.411933898925781, 'как': 1.8006153106689453, 'попавший': 2.0074472427368164, 'в': 0.7277240753173828, 'их': 2.712742805480957, 'семью': 4.400196075439453, 'летчик,': 8.38905143737793, 'а': 0.45473194122314453, 'ее': 1.7395648956298828, 'миша,': 17.700241088867188, 'этого': 8.423406600952148, 'неожиданного': 10.944082260131836, 'гостя,': 3.3276376724243164, 'мужа,': 3.8093156814575195, 'с': 4.131401062011719, 'которым': 0.3128204345703125, 'прожила': 5.997314453125, 'она': 3.243885040283203, 'все': 13.64175796508789, 'на': 8.173755645751953, 'одну': 10.955395698547363, 'весну.': 9.148719787597656}"
въпреки че,"{'въпреки': 16.767436027526855, 'че': 7.556210517883301}","въпреки че вечерта бе топла, мириса потръпна и потърси ръката на брант.","{'въпреки': 16.76743745803833, 'че': 7.556209564208984, 'вечерта': 22.18889045715332, 'бе': 4.7355451583862305, 'топла,': 14.90328598022461, 'мириса': 16.133224487304688, 'потръпна': 18.79750919342041, 'и': 2.98996639251709, 'потърси': 15.904723167419434, 'ръката': 8.314105033874512, 'на': 2.472942352294922, 'брант.': 18.12608242034912}",несмотря на,"{'несмотря': 9.555662155151367, 'на': 0.07728004455566406}","несмотря на теплый вечер, мирисса вздрогнула и сжала руку бранта.","{'несмотря': 9.555662155151367, 'на': 0.07728004455566406, 'теплый': 8.255134582519531, 'вечер,': 3.490091323852539, 'мирисса': 18.90944766998291, 'вздрогнула': 6.532426834106445, 'и': 1.8321514129638672, 'сжала': 5.832084655761719, 'руку': 1.9531726837158203, 'бранта.': 17.87629222869873}",вопреки чему,"{'вопреки': 7.684796333312988, 'чему': 7.069857120513916}","вопреки чему теплый вечер, мирисса вздрогнула и сжала руку бранта.","{'вопреки': 7.684798717498779, 'чему': 7.069853782653809, 'теплый': 12.353283882141113, 'вечер,': 7.479013442993164, 'мирисса': 18.08802890777588, 'вздрогнула': 7.514813423156738, 'и': 1.550455093383789, 'сжала': 6.036360740661621, 'руку': 1.8813505172729492, 'бранта.': 18.010658264160156}"
в края на,"{'в': 0.0, 'края': 10.986492156982422, 'на': 4.8449554443359375}",първите истински телескопи в европа обаче са направени в края на 16-ти век.,"{'първите': 13.19206428527832, 'истински': 12.00128173828125, 'телескопи': 17.918417930603027, 'в': 2.094411849975586, 'европа': 11.406271934509277, 'обаче': 7.287748336791992, 'са': 5.254672050476074, 'направени': 7.241715431213379, 'края': 6.024054527282715, 'на': 0.17667388916015625, '16-ти': 9.11584186553955, 'век.': 2.3114795684814453}",в конце,"{'в': 0.0, 'конце': 7.395144462585449}",однако первые настоящие телескопы произвели в европе в конце xvi века.,"{'однако': 10.883291244506836, 'первые': 8.507944107055664, 'настоящие': 7.354526519775391, 'телескопы': 8.708415985107422, 'произвели': 8.718826293945312, 'в': 1.4719409942626953, 'европе': 10.27147388458252, 'конце': 2.151151657104492, 'xvi': 8.686631202697754, 'века.': 1.241342544555664}",на краю,"{'на': 0.0, 'краю': 11.461980819702148}",однако первые настоящие телескопы произвели в европе на краю xvi века.,"{'однако': 10.883291244506836, 'первые': 8.507944107055664, 'настоящие': 7.354526519775391, 'телескопы': 8.708415985107422, 'произвели': 8.718826293945312, 'в': 2.3722124099731445, 'европе': 10.27147388458252, 'на': 3.8511714935302734, 'краю': 10.101322174072266, 'xvi': 10.195999145507812, 'века.': 1.173849105834961}"
редом с,"{'редом': 4.738481521606445, 'с': 5.120095252990723}","затова, без да се колебая пито миг, ще направя „кръгом “на място в снега и ще тръгна редом с моята нова позната.","{'затова,': 12.113448143005371, 'без': 7.225619792938232, 'да': 8.06357479095459, 'се': 9.858585357666016, 'колебая': 15.174429893493652, 'пито': 12.736225128173828, 'миг,': 15.777026176452637, 'ще': 5.412420272827148, 'направя': 6.946788787841797, '„кръгом': 25.046281814575195, '“на': 13.61092758178711, 'място': 5.8392534255981445, 'в': 4.573915481567383, 'снега': 11.36105728149414, 'и': 2.0278759002685547, 'тръгна': 12.57675838470459, 'редом': 10.202676773071289, 'с': 2.992396354675293, 'моята': 10.370269775390625, 'нова': 7.991002082824707, 'позната.': 14.149667739868164}",рядом с,"{'рядом': 4.202017784118652, 'с': 0.9933109283447266}","потом, не колеблясь ни секунды, сделаю на месте «кругом» и отправлюсь рядом с моей новой знакомой.","{'потом,': 2.6084938049316406, 'не': 4.33928108215332, 'колеблясь': 6.707592010498047, 'ни': 3.2029285430908203, 'секунды,': 0.5996150970458984, 'сделаю': 9.863025665283203, 'на': 5.859557151794434, 'месте': 5.073009490966797, '«кругом»': 15.755683898925781, 'и': 1.125563621520996, 'отправлюсь': 6.285006523132324, 'рядом': 9.400874137878418, 'с': 0.6135387420654297, 'моей': 5.537522315979004, 'новой': 5.444454193115234, 'знакомой.': 2.5453453063964844}",в ряд с,"{'в': 0.0, 'ряд': 8.479264259338379, 'с': 3.087742805480957}","потом, не колеблясь ни секунды, сделаю на месте «кругом» и отправлюсь в ряд с моей новой знакомой.","{'потом,': 2.6084938049316406, 'не': 4.33928108215332, 'колеблясь': 6.707592010498047, 'ни': 3.2029285430908203, 'секунды,': 0.5996150970458984, 'сделаю': 9.863025665283203, 'на': 5.859557151794434, 'месте': 5.073009490966797, '«кругом»': 15.755683898925781, 'и': 1.125563621520996, 'отправлюсь': 6.285006523132324, 'в': 1.441014289855957, 'ряд': 10.037891387939453, 'с': 4.595741271972656, 'моей': 6.144508361816406, 'новой': 4.881877899169922, 'знакомой.': 2.0172834396362305}"
чак до,"{'чак': 0.0, 'до': 7.846438407897949}","считам, че можем да отстъпваме и по-нататък, чак до харбин.","{'считам,': 15.998170852661133, 'че': 9.540884017944336, 'можем': 9.930618286132812, 'да': 6.886190414428711, 'отстъпваме': 16.706296920776367, 'и': 3.707991600036621, 'по-нататък,': 14.483739852905273, 'чак': 7.89424991607666, 'до': 3.8858766555786133, 'харбин.': 24.024117469787598}",вплоть до,"{'вплоть': 8.136696815490723, 'до': 0.029829025268554688}","я считаю, что нам можно отступать и далее, вплоть до харбина.","{'я': 0.0, 'считаю,': 10.835665702819824, 'что': 0.26013946533203125, 'нам': 5.801365852355957, 'можно': 5.770883560180664, 'отступать': 9.312100410461426, 'и': 2.6935482025146484, 'далее,': 7.445069313049316, 'вплоть': 5.958321571350098, 'до': 0.00548553466796875, 'харбина.': 18.94630241394043}",пока до,"{'пока': 0.0, 'до': 6.168002128601074}","я считаю, что нам можно отступать и далее, пока до харбина.","{'я': 0.0, 'считаю,': 10.835665702819824, 'что': 0.26013946533203125, 'нам': 5.801365852355957, 'можно': 5.770883560180664, 'отступать': 9.312100410461426, 'и': 2.6935482025146484, 'далее,': 7.445069313049316, 'пока': 2.990814208984375, 'до': 6.746305465698242, 'харбина.': 23.58223056793213}"
във вид на,"{'във': 13.17370319366455, 'вид': 8.62162971496582, 'на': 5.154142379760742}","то беше луксозно, от махагон и с бронзова дръжка във вид на сфинкс върху пиедестал.","{'то': 0.0, 'беше': 16.93027114868164, 'луксозно,': 27.793911933898926, 'от': 5.648185729980469, 'махагон': 22.175742149353027, 'и': 4.104013442993164, 'с': 4.096823692321777, 'бронзова': 14.200088500976562, 'дръжка': 13.049094200134277, 'във': 10.994429588317871, 'вид': 5.478759765625, 'на': 2.7607040405273438, 'сфинкс': 11.909571647644043, 'върху': 11.113481521606445, 'пиедестал.': 16.358125686645508}",в виде,"{'в': 0.0, 'виде': 8.552051544189453}","трость была дорогая, красного дерева с бронзовым набалдашником в виде сфинкса, восседающего на пьедестале.","{'трость': 9.97265625, 'была': 5.19666862487793, 'дорогая,': 10.91347599029541, 'красного': 9.288179397583008, 'дерева': 0.7834415435791016, 'с': 3.549553871154785, 'бронзовым': 5.818418502807617, 'набалдашником': 3.009852409362793, 'в': 2.9827260971069336, 'виде': 0.44223594665527344, 'сфинкса,': 8.983595848083496, 'восседающего': 10.6998929977417, 'на': 0.11138534545898438, 'пьедестале.': 5.208089828491211}",на вид,"{'на': 0.0, 'вид': 8.564754486083984}","трость была дорогая, красного дерева с бронзовым набалдашником на вид сфинкса, восседающего на пьедестале.","{'трость': 9.97265625, 'была': 5.19666862487793, 'дорогая,': 10.91347599029541, 'красного': 9.288179397583008, 'дерева': 0.7834415435791016, 'с': 3.549553871154785, 'бронзовым': 5.818418502807617, 'набалдашником': 3.009852409362793, 'на': 0.1979198455810547, 'вид': 8.096288681030273, 'сфинкса,': 16.565744400024414, 'восседающего': 10.610588073730469, 'пьедестале.': 4.968155860900879}"
от страна на,"{'от': 0.0, 'страна': 14.7403564453125, 'на': 4.857010841369629}",поне от страна на булката.,"{'поне': 5.981893539428711, 'от': 6.35782527923584, 'страна': 14.170656204223633, 'на': 4.506777763366699, 'булката.': 24.940987586975098}",со стороны,"{'со': 0.0, 'стороны': 6.765748023986816}","во всяком случае, со стороны невесты.","{'во': 0.0, 'всяком': 8.503047943115234, 'случае,': 0.3202199935913086, 'со': 6.515690803527832, 'стороны': 1.0384788513183594, 'невесты.': 7.87040901184082}",от страны на,"{'от': 0.0, 'страны': 9.637649536132812, 'на': 3.9477767944335938}","во всяком случае, от страны на невесты.","{'во': 0.0, 'всяком': 8.503047943115234, 'случае,': 0.3202199935913086, 'от': 5.743817329406738, 'страны': 8.265913009643555, 'на': 5.420671463012695, 'невесты.': 17.735767364501953}"
по повод на,"{'по': 0.0, 'повод': 11.85934829711914, 'на': 10.962108612060547}",а по повод на вашия татко приемете най-искрените ми.,"{'а': 0.0, 'по': 6.050769329071045, 'повод': 10.321755409240723, 'на': 7.692690372467041, 'вашия': 19.384963989257812, 'татко': 14.638214111328125, 'приемете': 19.06816053390503, 'най-искрените': 31.541062355041504, 'ми.': 11.821871757507324}",по поводу,"{'по': 0.0, 'поводу': 5.829870223999023}",а по поводу вашего батюшки примите мои самые искренние…,"{'а': 0.0, 'по': 6.050769805908203, 'поводу': 3.968142509460449, 'вашего': 5.612576484680176, 'батюшки': 8.388550758361816, 'примите': 9.348236083984375, 'мои': 1.1005878448486328, 'самые': 2.8155946731567383, 'искренние…': 8.027668952941895}",на поводу,"{'на': 0.0, 'поводу': 10.56649398803711}",а на поводу вашего батюшки примите мои самые искренние…,"{'а': 0.0, 'на': 4.543883800506592, 'поводу': 9.750785827636719, 'вашего': 9.226852416992188, 'батюшки': 7.47658634185791, 'примите': 10.027032852172852, 'мои': 3.241328239440918, 'самые': 3.6295528411865234, 'искренние…': 7.558985710144043}"
по силата на,"{'по': 0.0, 'силата': 20.82165241241455, 'на': 1.6959714889526367}",по силата на различни причини това е много неудобно.,"{'по': 0.0, 'силата': 20.821651935577393, 'на': 1.6959705352783203, 'различни': 7.934809684753418, 'причини': 6.186722755432129, 'това': 7.661450386047363, 'е': 1.1233806610107422, 'много': 4.705599784851074, 'неудобно.': 11.649123191833496}",в силу,"{'в': 0.0, 'силу': 8.00175952911377}",это очень неудобно в силу разных причин.,"{'это': 0.0, 'очень': 5.785084247589111, 'неудобно': 6.261180877685547, 'в': 4.275423049926758, 'силу': 5.4541215896606445, 'разных': 4.022675514221191, 'причин.': 2.454427719116211}",по силе,"{'по': 0.0, 'силе': 9.269430160522461}",это очень неудобно по силе разных причин.,"{'это': 0.0, 'очень': 5.785084247589111, 'неудобно': 6.261180877685547, 'по': 5.354583740234375, 'силе': 9.322322845458984, 'разных': 8.701630592346191, 'причин.': 5.187202453613281}"
недалече от,"{'недалече': 8.07274055480957, 'от': 1.4580450057983398}","пастирчето отишло с магарето за дърва, недалече от кошарите.","{'пастирчето': 27.724656105041504, 'отишло': 19.823702812194824, 'с': 4.772622108459473, 'магарето': 18.50480842590332, 'за': 4.593173980712891, 'дърва,': 16.345382690429688, 'недалече': 11.84017562866211, 'от': 0.8375988006591797, 'кошарите.': 17.673059463500977}",недалеко от,"{'недалеко': 7.026474952697754, 'от': 0.30319881439208984}","он отправился верхом на ослике за топливом, отъехал недалеко от дома.","{'он': 0.0, 'отправился': 9.131143569946289, 'верхом': 7.0448198318481445, 'на': 0.9526596069335938, 'ослике': 5.110799789428711, 'за': 4.339653968811035, 'топливом,': 9.32258415222168, 'отъехал': 12.239076614379883, 'недалеко': 5.412879943847656, 'от': 1.1113452911376953, 'дома.': 6.462282180786133}",не дальше чем,"{'не': 0.0, 'дальше': 10.178483009338379, 'чем': 3.5013647079467773}","он отправился верхом на ослике за топливом, отъехал не дальше чем дома.","{'он': 0.0, 'отправился': 9.131143569946289, 'верхом': 7.0448198318481445, 'на': 0.9526596069335938, 'ослике': 5.110799789428711, 'за': 4.339653968811035, 'топливом,': 9.32258415222168, 'отъехал': 12.239076614379883, 'не': 5.123710632324219, 'дальше': 3.5896034240722656, 'чем': 1.19256591796875, 'дома.': 16.756641387939453}"
за сметка на,"{'за': 0.0, 'сметка': 21.2551851272583, 'на': 4.168415069580078}","или как другояче да ви разбираме – нека вълците да се размножават, да разкъсват нашите стада, да живеят за сметка на народната собственост?","{'или': 0.0, 'как': 5.448083877563477, 'другояче': 27.824946403503418, 'да': 1.3142929077148438, 'ви': 6.427343845367432, 'разбираме': 16.27037239074707, '–': 5.3929548263549805, 'нека': 7.50876522064209, 'вълците': 23.752060890197754, 'се': 1.7919940948486328, 'размножават,': 10.035405158996582, 'разкъсват': 11.43598461151123, 'нашите': 8.720638275146484, 'стада,': 8.822853088378906, 'живеят': 5.609077453613281, 'за': 4.011853218078613, 'сметка': 6.893871307373047, 'на': 0.6431827545166016, 'народната': 11.853236198425293, 'собственост?': 9.739912033081055}",за счет,"{'за': 0.0, 'счет': 9.211057662963867}","или как вас надо понимать – пусть волки размножаются, режут наши стада, живут за счет общенародной собственности?","{'или': 0.0, 'как': 5.448083877563477, 'вас': 8.901752471923828, 'надо': 5.2733917236328125, 'понимать': 2.9144248962402344, '–': 6.894362449645996, 'пусть': 8.019323348999023, 'волки': 9.658231735229492, 'размножаются,': 9.999699592590332, 'режут': 10.094270706176758, 'наши': 8.860746383666992, 'стада,': 2.315262794494629, 'живут': 6.657182693481445, 'за': 3.466862678527832, 'счет': 0.6774883270263672, 'общенародной': 11.999289512634277, 'собственности?': 2.6379756927490234}",за сметой,"{'за': 0.0, 'сметой': 16.96562099456787}","или как вас надо понимать – пусть волки размножаются, режут наши стада, живут за сметой общенародной собственности?","{'или': 0.0, 'как': 5.448083877563477, 'вас': 8.901752471923828, 'надо': 5.2733917236328125, 'понимать': 2.9144248962402344, '–': 6.894362449645996, 'пусть': 8.019323348999023, 'волки': 9.658231735229492, 'размножаются,': 9.999699592590332, 'режут': 10.094270706176758, 'наши': 8.860746383666992, 'стада,': 2.315262794494629, 'живут': 6.657182693481445, 'за': 3.466862678527832, 'сметой': 20.961228370666504, 'общенародной': 14.247492790222168, 'собственности?': 6.846793174743652}"
след свършването,"{'след': 0.0, 'свършването': 31.781814575195312}",това ще е полезно и за самия сарафин при преминаването му в следващото битие след свършването на земния му път.,"{'това': 0.0, 'ще': 11.765032768249512, 'е': 6.437570095062256, 'полезно': 8.230217933654785, 'и': 3.017498016357422, 'за': 3.119978904724121, 'самия': 10.562941551208496, 'сарафин': 22.633808135986328, 'при': 6.4940185546875, 'преминаването': 12.691070556640625, 'му': 6.014754295349121, 'в': 3.0688371658325195, 'следващото': 11.871822357177734, 'битие': 11.290384292602539, 'след': 7.878852844238281, 'свършването': 11.487467765808105, 'на': 0.3427886962890625, 'земния': 12.611629486083984, 'път.': 5.625807762145996}",по окончании,"{'по': 0.0, 'окончании': 8.992029190063477}",это было бы весьма полезным и самому меняле для перехода в иное бытие по окончании земного пути.,"{'это': 0.0, 'было': 4.022544860839844, 'бы': 2.673931121826172, 'весьма': 4.888425827026367, 'полезным': 6.391190528869629, 'и': 3.0551748275756836, 'самому': 8.861837387084961, 'меняле': 17.420273780822754, 'для': 5.3082170486450195, 'перехода': 8.250192642211914, 'в': 2.075852394104004, 'иное': 6.822305679321289, 'бытие': 4.344995498657227, 'по': 6.661135673522949, 'окончании': 5.218164443969727, 'земного': 3.1752214431762695, 'пути.': 2.265817642211914}",по завершению,"{'по': 0.0, 'завершению': 10.066948890686035}",это было бы весьма полезным и самому меняле для перехода в иное бытие по завершению земного пути.,"{'это': 0.0, 'было': 4.022544860839844, 'бы': 2.673931121826172, 'весьма': 4.888425827026367, 'полезным': 6.391190528869629, 'и': 3.0551748275756836, 'самому': 8.861837387084961, 'меняле': 17.420273780822754, 'для': 5.3082170486450195, 'перехода': 8.250192642211914, 'в': 2.075852394104004, 'иное': 6.822305679321289, 'бытие': 4.344995498657227, 'по': 6.661135673522949, 'завершению': 8.167976379394531, 'земного': 3.917515754699707, 'пути.': 1.993478775024414}"
