phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
не тое што,"{'не': 0.0, 'тое': 14.764551162719727, 'што': 8.122718811035156}","іх не было, наколькі я змог заўважыць, і ў спальні, ды не тое што кніжных паліц — нідзе ніводнай кнігі не віднелася.","{'іх': 5.181197166442871, 'не': 3.209954261779785, 'было,': 4.732919692993164, 'наколькі': 22.054905891418457, 'я': 4.027292251586914, 'змог': 11.33629035949707, 'заўважыць,': 14.979836463928223, 'і': 2.719137191772461, 'ў': 2.4059019088745117, 'спальні,': 12.112430572509766, 'ды': 6.144079208374023, 'тое': 8.596440315246582, 'што': 3.4556236267089844, 'кніжных': 17.366064071655273, 'паліц': 9.840082168579102, '—': 6.166614532470703, 'нідзе': 14.417088508605957, 'ніводнай': 17.69314670562744, 'кнігі': 10.429445266723633, 'віднелася.': 24.654987335205078}",не то что,"{'не': 0.0, 'то': 6.695225715637207, 'что': 2.391263961791992}","их не было, насколько я смог заметить, и в спальне, да не то что книжных полок ― нигде книги ни одной.","{'их': 0.0, 'не': 5.556268692016602, 'было,': 4.260625839233398, 'насколько': 9.148894309997559, 'я': 0.6324386596679688, 'смог': 5.461851119995117, 'заметить,': 4.00813102722168, 'и': 2.541109085083008, 'в': 3.426264762878418, 'спальне,': 9.23017406463623, 'да': 5.811988830566406, 'то': 3.641890525817871, 'что': 2.325190544128418, 'книжных': 13.021275520324707, 'полок': 2.567673683166504, '―': 10.63354778289795, 'нигде': 5.631056785583496, 'книги': 8.200632095336914, 'ни': 6.397952079772949, 'одной.': 4.707273483276367}",не это что,"{'не': 0.0, 'это': 5.894170761108398, 'что': 6.76346492767334}","их не было, насколько я смог заметить, и в спальне, да не это что книжных полок ― нигде книги ни одной.","{'их': 0.0, 'не': 5.556268692016602, 'было,': 4.260625839233398, 'насколько': 9.148894309997559, 'я': 0.6324386596679688, 'смог': 5.461851119995117, 'заметить,': 4.00813102722168, 'и': 2.541109085083008, 'в': 3.426264762878418, 'спальне,': 9.23017406463623, 'да': 5.811988830566406, 'это': 6.967901229858398, 'что': 8.408280372619629, 'книжных': 18.87983512878418, 'полок': 1.628870964050293, '―': 10.502065658569336, 'нигде': 7.062532424926758, 'книги': 6.9117536544799805, 'ни': 6.171854019165039, 'одной.': 4.567818641662598}"
ледзьве не,"{'ледзьве': 17.256080150604248, 'не': 5.451483726501465}","аднак у расказах дзядзькі захары, ледзьве не казачна аддаленых па месцы і часе дзеяння, слухачы лавілі перш за ўсе смешнае.","{'аднак': 10.560134887695312, 'у': 7.935182571411133, 'расказах': 20.10811424255371, 'дзядзькі': 23.901036262512207, 'захары,': 16.957247734069824, 'ледзьве': 16.800460815429688, 'не': 4.820339202880859, 'казачна': 14.954589366912842, 'аддаленых': 23.517504692077637, 'па': 4.8521833419799805, 'месцы': 12.020076751708984, 'і': 3.608553886413574, 'часе': 12.107245445251465, 'дзеяння,': 18.415263175964355, 'слухачы': 13.692967414855957, 'лавілі': 15.062145233154297, 'перш': 8.510695457458496, 'за': 5.459863662719727, 'ўсе': 6.501799583435059, 'смешнае.': 17.82230281829834}",едва ли не,"{'едва': 7.154378414154053, 'ли': 6.697129249572754, 'не': 5.951321601867676}","однако в рассказах дядьки захары, едва ли не сказочно отдаленных по месту и времени действия, слушатели ловили и воспринимали прежде всего смешное.","{'однако': 9.886414527893066, 'в': 3.7270727157592773, 'рассказах': 9.913053512573242, 'дядьки': 10.237608909606934, 'захары,': 20.358345985412598, 'едва': 7.918196201324463, 'ли': 1.6280803680419922, 'не': 0.9705581665039062, 'сказочно': 11.303811073303223, 'отдаленных': 12.412224769592285, 'по': 5.327160835266113, 'месту': 7.651176929473877, 'и': 4.277971267700195, 'времени': 0.21004104614257812, 'действия,': 7.915482521057129, 'слушатели': 9.883893013000488, 'ловили': 6.470857620239258, 'воспринимали': 4.771069526672363, 'прежде': 8.274774551391602, 'всего': 0.06919670104980469, 'смешное.': 12.186492919921875}",еле не,"{'еле': 0.0, 'не': 4.8091583251953125}","однако в рассказах дядьки захары, еле не сказочно отдаленных по месту и времени действия, слушатели ловили и воспринимали прежде всего смешное.","{'однако': 9.886414527893066, 'в': 3.7270727157592773, 'рассказах': 9.913053512573242, 'дядьки': 10.237608909606934, 'захары,': 20.358345985412598, 'еле': 9.799299240112305, 'не': 4.40998649597168, 'сказочно': 15.864393711090088, 'отдаленных': 12.451263427734375, 'по': 5.109659194946289, 'месту': 7.621589660644531, 'и': 4.197282791137695, 'времени': 0.28136730194091797, 'действия,': 7.483940124511719, 'слушатели': 9.92188835144043, 'ловили': 6.480302810668945, 'воспринимали': 4.791947364807129, 'прежде': 8.816617012023926, 'всего': 0.08693122863769531, 'смешное.': 11.90768051147461}"
нічога падобнага,"{'нічога': 15.537763595581055, 'падобнага': 16.891180992126465}",ніхто раней мне нічога падобнага не расказваў.,"{'ніхто': 13.925897598266602, 'раней': 12.085418701171875, 'мне': 9.493642807006836, 'нічога': 9.001358985900879, 'падобнага': 18.406574249267578, 'не': 0.9168176651000977, 'расказваў.': 16.150946617126465}",ничего подобного,"{'ничего': 0.0, 'подобного': 7.700716972351074}",никто раньше мне ничего подобного не рассказывал.,"{'никто': 9.3190279006958, 'раньше': 9.677478790283203, 'мне': 6.009756565093994, 'ничего': 3.9026994705200195, 'подобного': 2.9514598846435547, 'не': 0.1498737335205078, 'рассказывал.': 3.651545524597168}",ничего как,"{'ничего': 0.0, 'как': 6.886352062225342}",никто раньше мне ничего как не рассказывал.,"{'никто': 9.3190279006958, 'раньше': 9.677478790283203, 'мне': 6.009756565093994, 'ничего': 3.9026994705200195, 'как': 9.091611862182617, 'не': 4.477659225463867, 'рассказывал.': 4.731629371643066}"
ды годзе,"{'ды': 0.0, 'годзе': 19.614785194396973}","ды годзе, багдан. ведаю я, што ты скажаш.","{'ды': 0.0, 'годзе,': 21.80045223236084, 'багдан.': 19.0501766204834, 'ведаю': 16.65816593170166, 'я,': 5.222792625427246, 'што': 1.9800119400024414, 'ты': 4.064783096313477, 'скажаш.': 14.23361873626709}",да ладно,"{'да': 0.0, 'ладно': 10.63752269744873}","да ладно, богдан. знаю я, что ты скажешь.","{'да': 0.0, 'ладно,': 11.55364990234375, 'богдан.': 18.82608127593994, 'знаю': 11.000591278076172, 'я,': 4.004106521606445, 'что': 1.372685432434082, 'ты': 2.3308210372924805, 'скажешь.': 6.268980026245117}",не то кабы,"{'не': 0.0, 'то': 6.695225715637207, 'кабы': 12.371710777282715}","не то кабы, богдан. знаю я, что ты скажешь.","{'не': 0.0, 'то': 6.695225715637207, 'кабы,': 14.907445907592773, 'богдан.': 16.930986404418945, 'знаю': 9.46763801574707, 'я,': 3.729349136352539, 'что': 1.7214908599853516, 'ты': 2.819869041442871, 'скажешь.': 6.852421760559082}"
няйначай як,"{'няйначай': 20.569109439849854, 'як': 9.381132125854492}",i намацаў тут бацька міколкі няйначай як ментуза.,"{'i': 0.0, 'намацаў': 27.380006790161133, 'тут': 7.688098907470703, 'бацька': 7.447154998779297, 'міколкі': 22.615920543670654, 'няйначай': 26.131062030792236, 'як': 6.414761543273926, 'ментуза.': 26.630064964294434}",не иначе как,"{'не': 0.0, 'иначе': 9.748956680297852, 'как': 1.2356805801391602}",и нащупал тут миколкин отец не иначе как налима.,"{'и': 0.0, 'нащупал': 12.426183700561523, 'тут': 8.311624526977539, 'миколкин': 28.797771453857422, 'отец': 10.574323654174805, 'не': 7.049023151397705, 'иначе': 4.6280517578125, 'как': 0.7353448867797852, 'налима.': 16.85524559020996}",нянькой как,"{'нянькой': 12.184920310974121, 'как': 6.525861740112305}",и нащупал тут миколкин отец нянькой как налима.,"{'и': 0.0, 'нащупал': 12.426183700561523, 'тут': 8.311624526977539, 'миколкин': 28.797771453857422, 'отец': 10.574323654174805, 'нянькой': 17.37569522857666, 'как': 7.541380405426025, 'налима.': 16.049281120300293}"
амаль што,"{'амаль': 8.360101699829102, 'што': 14.923552513122559}","яна разумела і нават апраўдвала, калі на гэта ішлі дарослыя ― акружэнцы і свае мужыкі, але што ў той калатнечы магло прывабіць падлеткаў, амаль што дзяцей?","{'яна': 0.0, 'разумела': 17.65062141418457, 'і': 3.300588607788086, 'нават': 9.624577522277832, 'апраўдвала,': 25.482909202575684, 'калі': 5.006926536560059, 'на': 4.43459415435791, 'гэта': 4.775982856750488, 'ішлі': 7.2898759841918945, 'дарослыя': 15.482109069824219, '―': 13.417628288269043, 'акружэнцы': 18.913291931152344, 'свае': 8.731344223022461, 'мужыкі,': 11.615039825439453, 'але': 4.087286949157715, 'што': 2.9846668243408203, 'ў': 2.8307018280029297, 'той': 6.143576622009277, 'калатнечы': 27.47205686569214, 'магло': 11.337249755859375, 'прывабіць': 13.390202522277832, 'падлеткаў,': 19.6209716796875, 'амаль': 7.484609603881836, 'дзяцей?': 16.052783012390137}",почти что,"{'почти': 0.0, 'что': 4.1347551345825195}","она понимала, когда на это решались взрослые ― окруженцы и свои мужики, но что там могло привлечь их, почти что детей, едва оперившихся в жизни подростков?","{'она': 0.0, 'понимала,': 10.473745346069336, 'когда': 6.904155731201172, 'на': 4.530055999755859, 'это': 5.203884124755859, 'решались': 9.60554838180542, 'взрослые': 5.916892051696777, '―': 10.76796817779541, 'окруженцы': 16.627958297729492, 'и': 2.5830202102661133, 'свои': 7.507233142852783, 'мужики,': 9.205466747283936, 'но': 3.9156484603881836, 'что': 3.5995073318481445, 'там': 5.5681047439575195, 'могло': 4.090780258178711, 'привлечь': 7.14780330657959, 'их,': 4.835959434509277, 'почти': 7.728527545928955, 'детей,': 5.531776428222656, 'едва': 6.448845863342285, 'оперившихся': 8.030735969543457, 'в': 2.088313102722168, 'жизни': 5.21672248840332, 'подростков?': 9.784595489501953}",едва что,"{'едва': 7.154378414154053, 'что': 7.235176086425781}","она понимала, когда на это решались взрослые ― окруженцы и свои мужики, но что там могло привлечь их, едва что детей, едва оперившихся в жизни подростков?","{'она': 0.0, 'понимала,': 10.473745346069336, 'когда': 6.904155731201172, 'на': 4.530055999755859, 'это': 5.203884124755859, 'решались': 9.60554838180542, 'взрослые': 5.916892051696777, '―': 10.76796817779541, 'окруженцы': 16.627958297729492, 'и': 2.5830202102661133, 'свои': 7.507233142852783, 'мужики,': 9.205466747283936, 'но': 3.9156484603881836, 'что': 6.797093391418457, 'там': 5.5681047439575195, 'могло': 4.090780258178711, 'привлечь': 7.14780330657959, 'их,': 4.835959434509277, 'едва': 6.395062446594238, 'детей,': 9.408588409423828, 'оперившихся': 9.279056549072266, 'в': 2.2339534759521484, 'жизни': 5.300381660461426, 'подростков?': 9.317998886108398}"
іменна што,"{'іменна': 13.494775772094727, 'што': 11.212224960327148}","вось іменна, што лепш. i калі мне не скажаш, то адкажаш перад камендантам.","{'вось': 0.0, 'іменна,': 27.195985794067383, 'што': 6.21072244644165, 'лепш.': 14.100573539733887, 'i': 8.655912399291992, 'калі': 8.041048526763916, 'мне': 6.641984939575195, 'не': 2.3593063354492188, 'скажаш,': 13.11839485168457, 'то': 1.701650619506836, 'адкажаш': 17.687782287597656, 'перад': 10.034080505371094, 'камендантам.': 16.09750461578369}",именно что,"{'именно': 0.0, 'что': 4.3276567459106445}","вот именно, что лучше. и если мне не скажешь, то ответишь перед комендантом.","{'вот': 0.0, 'именно,': 9.602449417114258, 'что': 1.4415864944458008, 'лучше.': 10.250542640686035, 'и': 7.4696879386901855, 'если': 4.072021484375, 'мне': 5.130673408508301, 'не': 2.0011348724365234, 'скажешь,': 8.680434226989746, 'то': 1.943404197692871, 'ответишь': 7.9938249588012695, 'перед': 8.117445945739746, 'комендантом.': 12.554807662963867}",именно чтобы,"{'именно': 0.0, 'чтобы': 8.136064529418945}","вот именно чтобы лучше. и если мне не скажешь, то ответишь перед комендантом.","{'вот': 0.0, 'именно': 6.347344398498535, 'чтобы': 7.514101505279541, 'лучше.': 11.565853118896484, 'и': 6.699604034423828, 'если': 4.087340354919434, 'мне': 5.102006912231445, 'не': 1.8612699508666992, 'скажешь,': 9.039191246032715, 'то': 1.6526412963867188, 'ответишь': 8.108857154846191, 'перед': 8.126208305358887, 'комендантом.': 13.04701042175293}"
як бы не так,"{'як': 0.0, 'бы': 6.713803768157959, 'не': 2.477947235107422, 'так': 5.062212944030762}","як бы не так, – сказаў ён і нецярпліва вызваліў рукі.","{'як': 0.0, 'бы': 6.713802814483643, 'не': 2.477947235107422, 'так,': 8.294480323791504, '–': 5.7161102294921875, 'сказаў': 15.658736228942871, 'ён': 4.470263481140137, 'і': 5.40316104888916, 'нецярпліва': 22.23766326904297, 'вызваліў': 14.038599967956543, 'рукі.': 10.316343307495117}",как бы не так,"{'как': 0.0, 'бы': 4.552207946777344, 'не': 2.538877487182617, 'так': 2.817070960998535}","как бы не так, ― сказал он и нетерпеливо высвободился.","{'как': 0.0, 'бы': 4.552207946777344, 'не': 2.538877487182617, 'так,': 4.491365432739258, '―': 11.246599197387695, 'сказал': 2.1003942489624023, 'он': 1.3294744491577148, 'и': 3.311471939086914, 'нетерпеливо': 8.996216773986816, 'высвободился.': 11.71820068359375}",как бы не да,"{'как': 0.0, 'бы': 4.552207946777344, 'не': 2.538877487182617, 'да': 6.978248596191406}","как бы не да, ― сказал он и нетерпеливо высвободился.","{'как': 0.0, 'бы': 4.552207946777344, 'не': 2.538877487182617, 'да,': 13.96218204498291, '―': 12.285985946655273, 'сказал': 2.3499956130981445, 'он': 1.4110221862792969, 'и': 3.2344589233398438, 'нетерпеливо': 9.149460792541504, 'высвободился.': 11.449835777282715}"
ўсяго толькi,"{'ўсяго': 14.161943435668945, 'толькi': 13.056491374969482}","гэта было ўжо i не балотца, а ўсяго толькi маленькае акенца каля старога пня.","{'гэта': 9.986791610717773, 'было': 7.045113563537598, 'ўжо': 15.510138511657715, 'i': 4.413434028625488, 'не': 3.1051883697509766, 'балотца,': 24.563940048217773, 'а': 1.2204952239990234, 'ўсяго': 7.435514450073242, 'толькi': 7.237400054931641, 'маленькае': 10.17747974395752, 'акенца': 17.041447162628174, 'каля': 7.507022857666016, 'старога': 10.112192153930664, 'пня.': 10.454950332641602}",всего-навсего,{'всего-навсего': 6.890049934387207},"это было уже и не болотце, а всего-навсего крохотное старое окно под старым пнем.","{'это': 0.0, 'было': 3.8993043899536133, 'уже': 4.589468002319336, 'и': 5.289877891540527, 'не': 1.8818912506103516, 'болотце,': 17.291259765625, 'а': 0.23096752166748047, 'всего-навсего': 9.339129447937012, 'крохотное': 7.387319564819336, 'старое': 8.328007698059082, 'окно': 6.872213363647461, 'под': 5.921058654785156, 'старым': 5.36805534362793, 'пнем.': 8.236907005310059}",всего только,"{'всего': 0.0, 'только': 4.97161865234375}","это было уже и не болотце, а всего только крохотное старое окно под старым пнем.","{'это': 0.0, 'было': 3.8993043899536133, 'уже': 4.589468002319336, 'и': 5.289877891540527, 'не': 1.8818912506103516, 'болотце,': 17.291259765625, 'а': 0.23096752166748047, 'всего': 6.488803863525391, 'только': 5.92857551574707, 'крохотное': 7.985753059387207, 'старое': 8.784409523010254, 'окно': 6.8706769943237305, 'под': 5.997200012207031, 'старым': 5.348278999328613, 'пнем.': 8.448448181152344}"
нягледзячы на,"{'нягледзячы': 33.20837688446045, 'на': 4.496612548828125}","яны былі асуджаныя, нягледзячы на сур'езныя сумненні наконт іх ролі ў гэтай трагічнай падзеі.","{'яны': 0.0, 'былі': 18.6872501373291, 'асуджаныя,': 27.761528968811035, 'нягледзячы': 20.522360801696777, 'на': 2.9293699264526367, ""сур'езныя"": 17.91848087310791, 'сумненні': 14.989809036254883, 'наконт': 16.80044460296631, 'іх': 8.686039924621582, 'ролі': 11.703022003173828, 'ў': 7.455533027648926, 'гэтай': 7.63029670715332, 'трагічнай': 12.762491226196289, 'падзеі.': 13.541893005371094}",несмотря на,"{'несмотря': 6.952781677246094, 'на': 0.22772979736328125}","они были осуждены, несмотря на серьезные сомнения по поводу их роли в этом трагическом событии.","{'они': 0.0, 'были': 5.749456405639648, 'осуждены,': 11.099980354309082, 'несмотря': 5.453555107116699, 'на': 0.017675399780273438, 'серьезные': 7.382708549499512, 'сомнения': 5.981280326843262, 'по': 3.8423891067504883, 'поводу': 0.2540702819824219, 'их': 1.0990180969238281, 'роли': 5.570438385009766, 'в': 0.2163524627685547, 'этом': 4.094915390014648, 'трагическом': 6.416227340698242, 'событии.': 1.8319854736328125}",невзирая на,"{'невзирая': 10.10283088684082, 'на': 0.07012176513671875}","они были осуждены, невзирая на серьезные сомнения по поводу их роли в этом трагическом событии.","{'они': 0.0, 'были': 5.749456405639648, 'осуждены,': 11.099980354309082, 'невзирая': 8.492497444152832, 'на': 0.036792755126953125, 'серьезные': 7.250491142272949, 'сомнения': 6.493167877197266, 'по': 4.039327621459961, 'поводу': 0.2693824768066406, 'их': 1.2221765518188477, 'роли': 5.762418746948242, 'в': 0.23708534240722656, 'этом': 4.147004127502441, 'трагическом': 6.325719833374023, 'событии.': 1.8487606048583984}"
ў канцы,"{'ў': 0.0, 'канцы': 16.566761016845703}",ен па дыпламатычных каналах дапамагаў картэру разбірацца з рознымі міжнароднымі пытаннямі. у якасці прыкладу можна прывесці нармалізацыю амерыкана-кітайскіх стасункаў прыблізна ў канцы 1970-х гадоў.,"{'ен': 0.0, 'па': 9.200063705444336, 'дыпламатычных': 42.3657922744751, 'каналах': 6.430441379547119, 'дапамагаў': 24.819993019104004, 'картэру': 20.177703857421875, 'разбірацца': 17.383116722106934, 'з': 3.169203758239746, 'рознымі': 10.81754446029663, 'міжнароднымі': 14.56031608581543, 'пытаннямі.': 16.860933303833008, 'у': 9.542068481445312, 'якасці': 11.785585403442383, 'прыкладу': 12.269475936889648, 'можна': 8.727975845336914, 'прывесці': 13.033278465270996, 'нармалізацыю': 25.99803638458252, 'амерыкана-кітайскіх': 44.734779357910156, 'стасункаў': 21.044347763061523, 'прыблізна': 19.24624252319336, 'ў': 4.819797515869141, 'канцы': 8.030171394348145, '1970-х': 10.760030746459961, 'гадоў.': 8.239204406738281}",в конце,"{'в': 0.0, 'конце': 6.3862199783325195}","он помогал картеру в мировой дипломатии, например, в нормализации американо-китайских отношений в конце 1970-х годов.","{'он': 0.0, 'помогал': 10.201854705810547, 'картеру': 15.331405639648438, 'в': 1.9294729232788086, 'мировой': 11.923528671264648, 'дипломатии,': 9.905462265014648, 'например,': 6.587987899780273, 'нормализации': 9.891554832458496, 'американо-китайских': 9.245916366577148, 'отношений': 0.07086944580078125, 'конце': 2.7940235137939453, '1970-х': 3.564046859741211, 'годов.': 1.2533111572265625}",в концы,"{'в': 0.0, 'концы': 11.461877822875977}","он помогал картеру в мировой дипломатии, например, в нормализации американо-китайских отношений в концы 1970-х годов.","{'он': 0.0, 'помогал': 10.201854705810547, 'картеру': 15.331405639648438, 'в': 1.9294729232788086, 'мировой': 11.923528671264648, 'дипломатии,': 9.905462265014648, 'например,': 6.587987899780273, 'нормализации': 9.891554832458496, 'американо-китайских': 9.245916366577148, 'отношений': 0.07086944580078125, 'концы': 18.534427642822266, '1970-х': 4.148120880126953, 'годов.': 1.2253990173339844}"
побач з,"{'побач': 15.232205390930176, 'з': 9.049962043762207}",я ўяўвіў сябе побач з ею ў бальнічным халаце і шлепках.,"{'я': 0.0, 'ўяўвіў': 30.8623685836792, 'сябе': 4.8180036544799805, 'побач': 10.02560043334961, 'з': 2.496461868286133, 'ею': 15.636110305786133, 'ў': 5.018618583679199, 'бальнічным': 19.473652839660645, 'халаце': 11.797985076904297, 'і': 3.14548397064209, 'шлепках.': 20.664810180664062}",рядом с,"{'рядом': 3.9810361862182617, 'с': 3.2515392303466797}",я представил себя рядом с ней в больничном халате и шлепках.,"{'я': 0.0, 'представил': 11.135958671569824, 'себя': 2.7941713333129883, 'рядом': 5.960299491882324, 'с': 0.13270187377929688, 'ней': 2.935962677001953, 'в': 2.8355445861816406, 'больничном': 10.128016471862793, 'халате': 0.5553741455078125, 'и': 1.508758544921875, 'шлепках.': 10.770421981811523}",подле с,"{'подле': 6.4105119705200195, 'с': 7.013915061950684}",я представил себя подле с ней в больничном халате и шлепках.,"{'я': 0.0, 'представил': 11.135958671569824, 'себя': 2.7941713333129883, 'подле': 8.95875358581543, 'с': 6.791787624359131, 'ней': 5.052579879760742, 'в': 2.7241668701171875, 'больничном': 9.987611770629883, 'халате': 0.6877517700195312, 'и': 1.601022720336914, 'шлепках.': 10.723132133483887}"
аж да,"{'аж': 6.589238166809082, 'да': 7.891727447509766}","няўстойка за парушэнне тэрмiнаў пачатку выканання работы (аказання паслугi), яе этапа спаганяецца за кожны дзень (гадзiну, калi тэрмiн вызначаны ў гадзiнах) пратэрмiноўкi затрымкі аж да пачатку выканання работы.","{'няўстойка': 28.065274715423584, 'за': 3.969977378845215, 'парушэнне': 21.724685668945312, 'тэрмiнаў': 22.4397611618042, 'пачатку': 7.612737655639648, 'выканання': 7.6562724113464355, 'работы': 10.362607955932617, '(аказання': 20.235812187194824, 'паслугi),': 17.224156379699707, 'яе': 6.582528114318848, 'этапа': 13.3289794921875, 'спаганяецца': 23.394329071044922, 'кожны': 10.246377944946289, 'дзень': 5.133781433105469, '(гадзiну,': 19.03847026824951, 'калi': 4.149234771728516, 'тэрмiн': 11.835868835449219, 'вызначаны': 19.793621063232422, 'ў': 2.6611061096191406, 'гадзiнах)': 16.03372287750244, 'пратэрмiноўкi': 32.5529260635376, 'затрымкі': 20.233420372009277, 'аж': 8.445465087890625, 'да': 3.310685157775879, 'работы.': 4.427734375}",вплоть до,"{'вплоть': 8.079374313354492, 'до': 0.02648162841796875}","неустойка за нарушение сроков начала выполнения работы (оказания услуги), ее этапа взыскивается за каждый день (час, если срок определен в часах) просрочки вплоть до начала выполнения работы.","{'неустойка': 14.106665134429932, 'за': 4.647724151611328, 'нарушение': 4.720175743103027, 'сроков': 3.271625518798828, 'начала': 3.4071922302246094, 'выполнения': 1.987091064453125, 'работы': 4.196356773376465, '(оказания': 9.72882080078125, 'услуги),': 3.7649593353271484, 'ее': 5.568227767944336, 'этапа': 10.716209411621094, 'взыскивается': 14.028709411621094, 'каждый': 1.5111980438232422, 'день': 0.4566173553466797, '(час,': 12.420638084411621, 'если': 7.724857330322266, 'срок': 3.3589048385620117, 'определен': 6.313549041748047, 'в': 1.621622085571289, 'часах)': 6.491915702819824, 'просрочки': 3.718569755554199, 'вплоть': 8.723238945007324, 'до': 0.002410888671875, 'работы.': 1.9193668365478516}",даже до,"{'даже': 0.0, 'до': 5.155247688293457}","неустойка за нарушение сроков начала выполнения работы (оказания услуги), ее этапа взыскивается за каждый день (час, если срок определен в часах) просрочки даже до начала выполнения работы.","{'неустойка': 14.106665134429932, 'за': 4.647724151611328, 'нарушение': 4.720175743103027, 'сроков': 3.271625518798828, 'начала': 2.4998817443847656, 'выполнения': 1.5936717987060547, 'работы': 4.196356773376465, '(оказания': 9.72882080078125, 'услуги),': 3.7649593353271484, 'ее': 5.568227767944336, 'этапа': 10.716209411621094, 'взыскивается': 14.028709411621094, 'каждый': 1.5111980438232422, 'день': 0.4566173553466797, '(час,': 12.420638084411621, 'если': 7.724857330322266, 'срок': 3.3589048385620117, 'определен': 6.313549041748047, 'в': 1.621622085571289, 'часах)': 6.491915702819824, 'просрочки': 3.718569755554199, 'даже': 11.285459518432617, 'до': 3.057910919189453, 'работы.': 2.063425064086914}"
у выглядзе,"{'у': 0.0, 'выглядзе': 25.593957901000977}","на ўсей тэрыторыі зімовыя, а ў арктыцы і летнія ападкі выпадаюць у выглядзе снегу.","{'на': 0.0, 'ўсей': 19.084622383117676, 'тэрыторыі': 23.07419490814209, 'зімовыя,': 19.41701030731201, 'а': 3.053234100341797, 'ў': 3.20428466796875, 'арктыцы': 25.79806137084961, 'і': 6.74471378326416, 'летнія': 15.708962440490723, 'ападкі': 16.580528259277344, 'выпадаюць': 12.74463176727295, 'у': 3.392237663269043, 'выглядзе': 11.94325065612793, 'снегу.': 12.878969192504883}",в виде,"{'в': 0.0, 'виде': 7.460437297821045}","на всей территории зимние, а в арктике и летние осадки выпадают в виде снега.","{'на': 0.0, 'всей': 8.902023315429688, 'территории': 2.230081558227539, 'зимние,': 21.217312812805176, 'а': 2.123729705810547, 'в': 2.400618553161621, 'арктике': 11.572451114654541, 'и': 2.3981075286865234, 'летние': 6.840597152709961, 'осадки': 4.974895477294922, 'выпадают': 4.647426605224609, 'виде': 1.8564624786376953, 'снега.': 1.6084518432617188}",с внешности,"{'с': 0.0, 'внешности': 12.846485137939453}","на всей территории зимние, а в арктике и летние осадки выпадают с внешности снега.","{'на': 0.0, 'всей': 8.902023315429688, 'территории': 2.230081558227539, 'зимние,': 21.217312812805176, 'а': 2.123729705810547, 'в': 2.6391305923461914, 'арктике': 11.572451114654541, 'и': 2.3981075286865234, 'летние': 6.840597152709961, 'осадки': 4.974895477294922, 'выпадают': 4.647426605224609, 'с': 3.9522485733032227, 'внешности': 21.048646926879883, 'снега.': 5.248227119445801}"
з боку,"{'з': 0.0, 'боку': 14.781824111938477}","у афіцыйнай заяве кіраўнік камітэта звяртае ўвагу на тое, што падобныя парушэнні з боку уладаў не з'яўляюцца адзінкавымі.","{'у': 0.0, 'афіцыйнай': 27.73505687713623, 'заяве': 13.600796699523926, 'кіраўнік': 16.043930053710938, 'камітэта': 17.574321746826172, 'звяртае': 15.60569953918457, 'ўвагу': 11.830493927001953, 'на': 2.5437488555908203, 'тое,': 7.051285743713379, 'што': 0.6749238967895508, 'падобныя': 12.021746635437012, 'парушэнні': 19.07588291168213, 'з': 2.8711795806884766, 'боку': 6.238678932189941, 'уладаў': 12.778916358947754, 'не': 5.0996294021606445, ""з'яўляюцца"": 15.147276878356934, 'адзінкавымі.': 28.267701148986816}",со стороны,"{'со': 0.0, 'стороны': 6.2072858810424805}","в официальном заявлении глава комитета обращает внимание на то, что подобные нарушения со стороны властей не являются единичными.","{'в': 0.0, 'официальном': 9.822446823120117, 'заявлении': 2.675215721130371, 'глава': 6.370299816131592, 'комитета': 5.167786598205566, 'обращает': 9.292850494384766, 'внимание': 0.08095550537109375, 'на': 0.7595481872558594, 'то,': 0.6593227386474609, 'что': 0.009626388549804688, 'подобные': 6.584364891052246, 'нарушения': 4.250673294067383, 'со': 3.7754335403442383, 'стороны': 0.003170013427734375, 'властей': 4.104306221008301, 'не': 2.598735809326172, 'являются': 1.9834098815917969, 'единичными.': 4.772281646728516}",с боку,"{'с': 0.0, 'боку': 13.52048110961914}","в официальном заявлении глава комитета обращает внимание на то, что подобные нарушения с боку властей не являются единичными.","{'в': 0.0, 'официальном': 9.822446823120117, 'заявлении': 2.675215721130371, 'глава': 6.370299816131592, 'комитета': 5.167786598205566, 'обращает': 9.292850494384766, 'внимание': 0.08095550537109375, 'на': 0.7595481872558594, 'то,': 0.6593227386474609, 'что': 0.009626388549804688, 'подобные': 6.584364891052246, 'нарушения': 4.250673294067383, 'с': 5.750500679016113, 'боку': 14.267215728759766, 'властей': 8.227034568786621, 'не': 2.431023597717285, 'являются': 2.2283782958984375, 'единичными.': 6.0526580810546875}"
