phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
без друго,"{'без': 0.0, 'друго': 14.08993911743164}","— без друго тая мръсница — каза той — ще да е изпуснала писалката из ливадата — и заедно с коста отидоха нататък, наведени из ливадата.","{'—': 3.178389549255371, 'без': 8.379728317260742, 'друго': 14.052412986755371, 'тая': 11.917028427124023, 'мръсница': 23.825708866119385, 'каза': 9.151623725891113, 'той': 9.299997329711914, 'ще': 7.494698524475098, 'да': 4.409730911254883, 'е': 5.5906476974487305, 'изпуснала': 15.42595100402832, 'писалката': 16.48513698577881, 'из': 5.205666542053223, 'ливадата': 23.119574546813965, 'и': 2.8828563690185547, 'заедно': 8.48088264465332, 'с': 1.4110527038574219, 'коста': 11.085550308227539, 'отидоха': 15.772398948669434, 'нататък,': 16.761967658996582, 'наведени': 13.269746780395508, 'ливадата.': 10.430913925170898}",не иначе как,"{'не': 0.0, 'иначе': 9.748954772949219, 'как': 1.2356786727905273}","— не иначе как эта дрянь уронила ее где-нибудь на лужайке,  — сказал стефчов и, наклонив голову, вместе с костой принялся искать записку в траве. ","{'—': 12.2099027633667, 'не': 5.645103931427002, 'иначе': 7.090206146240234, 'как': 2.2272682189941406, 'эта': 7.753392219543457, 'дрянь': 5.317498207092285, 'уронила': 9.129461288452148, 'ее': 5.646839141845703, 'где-нибудь': 7.983671188354492, 'на': 1.8371753692626953, 'лужайке,': 7.780372619628906, 'сказал': 3.347402572631836, 'стефчов': 34.56450080871582, 'и,': 6.303549766540527, 'наклонив': 7.618803977966309, 'голову,': 0.741973876953125, 'вместе': 9.181077003479004, 'с': 0.25081443786621094, 'костой': 17.957953453063965, 'принялся': 3.820736885070801, 'искать': 4.536899566650391, 'записку': 9.276595115661621, 'в': 3.490633010864258, 'траве.': 3.830744743347168}",без другого,"{'без': 0.0, 'другого': 8.051261901855469}","— без другого эта дрянь уронила ее где-нибудь на лужайке,  — сказал стефчов и, наклонив голову, вместе с костой принялся искать записку в траве. ","{'—': 12.232760429382324, 'без': 8.379728317260742, 'другого': 9.540548324584961, 'эта': 9.957839965820312, 'дрянь': 6.687548637390137, 'уронила': 11.982837677001953, 'ее': 7.003688812255859, 'где-нибудь': 10.73786449432373, 'на': 1.7745752334594727, 'лужайке,': 7.745867729187012, 'сказал': 6.172724723815918, 'стефчов': 34.394773960113525, 'и,': 5.9741621017456055, 'наклонив': 7.6782732009887695, 'голову,': 0.8499336242675781, 'вместе': 9.11078929901123, 'с': 0.26201820373535156, 'костой': 17.770291328430176, 'принялся': 4.229439735412598, 'искать': 4.562970161437988, 'записку': 9.193431854248047, 'в': 3.459218978881836, 'траве.': 3.8289527893066406}"
почти като,"{'почти': 0.0, 'като': 14.752050399780273}","колкото за самата епидемия, той не се вълнуваше никак от нея и я считаше почти като сезонно явление, подобно на лятната диария по кърмачетата.","{'колкото': 12.626075744628906, 'за': 4.477581977844238, 'самата': 12.287016868591309, 'епидемия,': 14.609321594238281, 'той': 5.519693374633789, 'не': 2.428708076477051, 'се': 2.1530590057373047, 'вълнуваше': 15.18273639678955, 'никак': 6.169279098510742, 'от': 7.692209243774414, 'нея': 4.934659004211426, 'и': 2.5061874389648438, 'я': 7.43253231048584, 'считаше': 14.085983276367188, 'почти': 9.791013717651367, 'като': 6.165975570678711, 'сезонно': 12.36314868927002, 'явление,': 6.386895179748535, 'подобно': 7.894623756408691, 'на': 3.3219337463378906, 'лятната': 16.16440773010254, 'диария': 12.381253242492676, 'по': 5.590950012207031, 'кърмачетата.': 31.851150512695312}",почти что,"{'почти': 0.0, 'что': 4.134757995605469}","что до самой эпидемии, она его ничуть не волновала, он считал ее почти что сезонным явлением, вроде летнего поноса у грудных детей.","{'что': 2.8998985290527344, 'до': 5.695185661315918, 'самой': 6.347062110900879, 'эпидемии,': 11.879768371582031, 'она': 4.177064895629883, 'его': 5.958103179931641, 'ничуть': 7.809882164001465, 'не': 0.026371002197265625, 'волновала,': 5.61789608001709, 'он': 3.572711944580078, 'считал': 4.662327766418457, 'ее': 1.9399662017822266, 'почти': 5.54771614074707, 'сезонным': 11.790556907653809, 'явлением,': 2.073606491088867, 'вроде': 5.996682167053223, 'летнего': 5.069849967956543, 'поноса': 9.893972396850586, 'у': 2.90462589263916, 'грудных': 8.591958999633789, 'детей.': 1.2411937713623047}",почти как,"{'почти': 0.0, 'как': 5.998625755310059}","что до самой эпидемии, она его ничуть не волновала, он считал ее почти как сезонным явлением, вроде летнего поноса у грудных детей.","{'что': 0.0, 'до': 5.695185661315918, 'самой': 6.347062110900879, 'эпидемии,': 11.879768371582031, 'она': 4.177064895629883, 'его': 5.958103179931641, 'ничуть': 7.809882164001465, 'не': 0.026371002197265625, 'волновала,': 5.61789608001709, 'он': 3.572711944580078, 'считал': 4.662327766418457, 'ее': 1.9399662017822266, 'почти': 5.54771614074707, 'как': 6.643965721130371, 'сезонным': 16.954155921936035, 'явлением,': 2.0833053588867188, 'вроде': 6.056153297424316, 'летнего': 4.936845779418945, 'поноса': 10.087909698486328, 'у': 2.8378353118896484, 'грудных': 8.871973037719727, 'детей.': 1.1735649108886719}"
именно че,"{'именно': 0.0, 'че': 10.009620666503906}","това още преди две години и половина го знаех и две години и половина вече мисля за това именно, че «дунечка много неща може да понесе».","{'това': 2.072336196899414, 'още': 16.80739974975586, 'преди': 13.553359031677246, 'две': 6.976876735687256, 'години': 1.6212682723999023, 'и': 3.237391471862793, 'половина': 2.435100555419922, 'го': 8.551958084106445, 'знаех': 17.543350219726562, 'вече': 7.190920829772949, 'мисля': 12.845508098602295, 'за': 3.271775245666504, 'именно,': 11.480447769165039, 'че': 1.2065725326538086, '«дунечка': 29.118245124816895, 'много': 7.369095802307129, 'неща': 8.351490020751953, 'може': 5.288789749145508, 'да': 0.19779014587402344, 'понесе».': 13.09587574005127}",именно что,"{'именно': 0.0, 'что': 4.327657699584961}","это я два с половиной года назад уже знал и с тех пор два с половиной года об этом думал, об этом именно, что «дунечка многое может снести».","{'это': 0.0, 'я': 4.672662734985352, 'два': 7.6755547523498535, 'с': 2.1862688064575195, 'половиной': 0.08710670471191406, 'года': 0.17238235473632812, 'назад': 1.630899429321289, 'уже': 4.634235382080078, 'знал': 6.276846885681152, 'и': 4.160655975341797, 'тех': 1.8106937408447266, 'пор': 0.026037216186523438, 'об': 7.3717041015625, 'этом': 0.35931873321533203, 'думал,': 5.561319351196289, 'именно,': 13.168691635131836, 'что': 2.919009208679199, '«дунечка': 25.87299156188965, 'многое': 11.902007102966309, 'может': 3.3844070434570312, 'снести».': 12.586977005004883}",именно а,"{'именно': 0.0, 'а': 7.098601341247559}","это я два с половиной года назад уже знал и с тех пор два с половиной года об этом думал, об этом именно а «дунечка многое может снести».","{'это': 0.0, 'я': 4.672662734985352, 'два': 7.6755547523498535, 'с': 2.1862688064575195, 'половиной': 0.08710670471191406, 'года': 0.17238235473632812, 'назад': 1.630899429321289, 'уже': 4.634235382080078, 'знал': 6.276846885681152, 'и': 4.160655975341797, 'тех': 1.8106937408447266, 'пор': 0.026037216186523438, 'об': 7.3717041015625, 'этом': 0.35931873321533203, 'думал,': 5.561319351196289, 'именно': 7.663296699523926, 'а': 9.861862182617188, '«дунечка': 31.492647171020508, 'многое': 12.691192626953125, 'может': 3.267815589904785, 'снести».': 12.272080421447754}"
как ли пък не,"{'как': 0.0, 'ли': 7.73142147064209, 'пък': 19.22550868988037, 'не': 4.8328447341918945}",дебнете ме? как ли пък не! знаех си аз!,"{'дебнете': 13.792924880981445, 'ме?': 17.094239234924316, 'как': 7.923908710479736, 'ли': 8.454662322998047, 'пък': 18.770812034606934, 'не!': 11.653547286987305, 'знаех': 14.651334762573242, 'си': 7.95705509185791, 'аз!': 9.90812349319458}",как бы не так,"{'как': 0.0, 'бы': 4.5522074699401855, 'не': 2.538876533508301, 'так': 2.8170719146728516}",подстерегаете? как бы не так! я знал!,"{'подстерегаете?': 19.87474822998047, 'как': 8.434619903564453, 'бы': 3.3316078186035156, 'не': 1.359940528869629, 'так!': 1.4605131149291992, 'я': 4.026104927062988, 'знал!': 10.881367206573486}",как ли не,"{'как': 0.0, 'ли': 7.73142147064209, 'не': 5.500621318817139}",подстерегаете? как ли не! я знал!,"{'подстерегаете?': 19.874749183654785, 'как': 8.434619903564453, 'ли': 8.464761734008789, 'не!': 16.65343999862671, 'я': 4.489906311035156, 'знал!': 10.884252548217773}"
всичко на всичко,"{'всичко': 6.858272552490234, 'на': 4.409012794494629}","почваше да й се струва, че това не е непознат, незнайно как попаднал в тяхното семейство летец, а нейният миша, че не тоя неочакван гост, а нейният мъж, с когото бе прекарала всичко на всичко една пролет.","{'почваше': 19.592524528503418, 'да': 4.865479469299316, 'й': 7.408807754516602, 'се': 3.9181623458862305, 'струва,': 8.888948440551758, 'че': 3.495741844177246, 'това': 3.9061851501464844, 'не': 2.531147003173828, 'е': 1.0749149322509766, 'непознат,': 13.248724937438965, 'незнайно': 20.492798805236816, 'как': 3.4475345611572266, 'попаднал': 16.291101455688477, 'в': 3.2888736724853516, 'тяхното': 7.790459632873535, 'семейство': 5.1202497482299805, 'летец,': 19.599618911743164, 'а': 1.7551088333129883, 'нейният': 9.200058937072754, 'миша,': 14.653879165649414, 'тоя': 12.580582618713379, 'неочакван': 17.324337005615234, 'гост,': 11.671158790588379, 'мъж,': 8.797837257385254, 'с': 4.208134651184082, 'когото': 5.296627998352051, 'бе': 4.88212776184082, 'прекарала': 18.065204620361328, 'всичко': 5.922075271606445, 'на': 4.155916213989258, 'една': 7.552061080932617, 'пролет.': 13.327378273010254}",всего-навсего,{'всего-навсего': 6.890052318572998},"ей начинало казаться, что это не неизвестный ей, невесть как попавший в их семью летчик, а ее миша, что не этого неожиданного гостя, а ее мужа, с которым прожила она всего-навсего одну весну.","{'ей': 0.0, 'начинало': 12.829968452453613, 'казаться,': 2.709320068359375, 'что': 4.813806533813477, 'это': 3.357008934020996, 'не': 4.697206497192383, 'неизвестный': 12.497167587280273, 'ей,': 6.59317684173584, 'невесть': 10.231990814208984, 'как': 3.7597084045410156, 'попавший': 3.0794754028320312, 'в': 0.768463134765625, 'их': 3.423905372619629, 'семью': 4.343632698059082, 'летчик,': 8.85207748413086, 'а': 0.8523645401000977, 'ее': 2.961437225341797, 'миша,': 16.009340286254883, 'этого': 7.5659074783325195, 'неожиданного': 9.785484313964844, 'гостя,': 4.009823799133301, 'мужа,': 4.92983341217041, 'с': 3.869168281555176, 'которым': 0.24758529663085938, 'прожила': 6.878545761108398, 'она': 3.5646591186523438, 'всего-навсего': 10.216081619262695, 'одну': 3.50274658203125, 'весну.': 7.928301811218262}",все на все,"{'все': 4.722437858581543, 'на': 4.621774673461914}","ей начинало казаться, что это не неизвестный ей, невесть как попавший в их семью летчик, а ее миша, что не этого неожиданного гостя, а ее мужа, с которым прожила она все на все одну весну.","{'ей': 0.0, 'начинало': 12.829968452453613, 'казаться,': 2.709320068359375, 'что': 4.813806533813477, 'это': 3.357008934020996, 'не': 4.697206497192383, 'неизвестный': 12.497167587280273, 'ей,': 6.59317684173584, 'невесть': 10.231990814208984, 'как': 3.7597084045410156, 'попавший': 3.0794754028320312, 'в': 0.768463134765625, 'их': 3.423905372619629, 'семью': 4.343632698059082, 'летчик,': 8.85207748413086, 'а': 0.8523645401000977, 'ее': 2.961437225341797, 'миша,': 16.009340286254883, 'этого': 7.5659074783325195, 'неожиданного': 9.785484313964844, 'гостя,': 4.009823799133301, 'мужа,': 4.92983341217041, 'с': 3.869168281555176, 'которым': 0.24758529663085938, 'прожила': 6.878545761108398, 'она': 3.5646591186523438, 'все': 11.729594230651855, 'на': 8.741996765136719, 'одну': 8.38415813446045, 'весну.': 7.867801666259766}"
въпреки че,"{'въпреки': 17.653171062469482, 'че': 7.75725793838501}","въпреки че вечерта бе топла, мириса потръпна и потърси ръката на брант.","{'въпреки': 17.653170108795166, 'че': 7.757257461547852, 'вечерта': 15.721765518188477, 'бе': 5.132113456726074, 'топла,': 14.885322570800781, 'мириса': 22.264273643493652, 'потръпна': 19.07005786895752, 'и': 2.0501937866210938, 'потърси': 11.552787780761719, 'ръката': 10.736865043640137, 'на': 2.0618581771850586, 'брант.': 19.963757514953613}",несмотря на,"{'несмотря': 6.95278263092041, 'на': 0.22773075103759766}","несмотря на теплый вечер, мирисса вздрогнула и сжала руку бранта.","{'несмотря': 6.952781677246094, 'на': 0.22772979736328125, 'теплый': 9.093070983886719, 'вечер,': 4.836051940917969, 'мирисса': 22.39121437072754, 'вздрогнула': 8.13205623626709, 'и': 1.3903923034667969, 'сжала': 5.330574989318848, 'руку': 2.5766029357910156, 'бранта.': 20.22056007385254}",вопреки чему,"{'вопреки': 8.136717796325684, 'чему': 7.870624542236328}","вопреки чему теплый вечер, мирисса вздрогнула и сжала руку бранта.","{'вопреки': 8.136717796325684, 'чему': 7.870621681213379, 'теплый': 10.9173583984375, 'вечер,': 6.833356857299805, 'мирисса': 23.62717914581299, 'вздрогнула': 9.989375114440918, 'и': 1.2657833099365234, 'сжала': 5.506498336791992, 'руку': 2.4616527557373047, 'бранта.': 19.54832649230957}"
в края на,"{'в': 0.0, 'края': 10.415803909301758, 'на': 4.917112350463867}",първите истински телескопи в европа обаче са направени в края на 16-ти век.,"{'първите': 13.422484397888184, 'истински': 10.805006980895996, 'телескопи': 16.168387413024902, 'в': 2.2297286987304688, 'европа': 10.612630844116211, 'обаче': 12.48771858215332, 'са': 4.657505989074707, 'направени': 6.696202278137207, 'края': 5.48960018157959, 'на': 0.08970069885253906, '16-ти': 11.044713497161865, 'век.': 4.859688758850098}",в конце,"{'в': 0.0, 'конце': 6.386219024658203}",однако первые настоящие телескопы произвели в европе в конце xvi века.,"{'однако': 9.88641357421875, 'первые': 9.02759075164795, 'настоящие': 7.668232440948486, 'телескопы': 9.395108222961426, 'произвели': 7.266303062438965, 'в': 2.7029056549072266, 'европе': 9.915842056274414, 'конце': 2.958911895751953, 'xvi': 12.265328407287598, 'века.': 1.0889892578125}",на краю,"{'на': 0.0, 'краю': 9.247355461120605}",однако первые настоящие телескопы произвели в европе на краю xvi века.,"{'однако': 9.88641357421875, 'первые': 9.02759075164795, 'настоящие': 7.668232440948486, 'телескопы': 9.395108222961426, 'произвели': 7.266303062438965, 'в': 2.8029823303222656, 'европе': 9.915842056274414, 'на': 3.0210580825805664, 'краю': 11.125814437866211, 'xvi': 18.720616340637207, 'века.': 3.1721277236938477}"
редом с,"{'редом': 4.156187057495117, 'с': 4.95906400680542}","затова, без да се колебая пито миг, ще направя „кръгом “на място в снега и ще тръгна редом с моята нова позната.","{'затова,': 12.429605484008789, 'без': 6.98531436920166, 'да': 7.903299808502197, 'се': 8.86284065246582, 'колебая': 14.502941131591797, 'пито': 15.717376708984375, 'миг,': 15.834892272949219, 'ще': 5.011709213256836, 'направя': 6.932512283325195, '„кръгом': 29.265995025634766, '“на': 14.268437385559082, 'място': 5.817950248718262, 'в': 3.9933300018310547, 'снега': 9.249797821044922, 'и': 2.2073278427124023, 'тръгна': 10.61970567703247, 'редом': 14.224339485168457, 'с': 4.392184257507324, 'моята': 9.1848726272583, 'нова': 6.820051670074463, 'позната.': 13.364655494689941}",рядом с,"{'рядом': 3.981037139892578, 'с': 3.2515430450439453}","потом, не колеблясь ни секунды, сделаю на месте «кругом» и отправлюсь рядом с моей новой знакомой.","{'потом,': 2.3044328689575195, 'не': 4.032279968261719, 'колеблясь': 7.741582870483398, 'ни': 3.6682615280151367, 'секунды,': 1.0686988830566406, 'сделаю': 8.043129920959473, 'на': 5.985394477844238, 'месте': 4.71187686920166, '«кругом»': 19.262676239013672, 'и': 2.4371604919433594, 'отправлюсь': 5.587392807006836, 'рядом': 9.69588851928711, 'с': 0.358673095703125, 'моей': 7.095448017120361, 'новой': 5.401697158813477, 'знакомой.': 3.5950937271118164}",в ряд с,"{'в': 0.0, 'ряд': 7.973616600036621, 'с': 2.7857046127319336}","потом, не колеблясь ни секунды, сделаю на месте «кругом» и отправлюсь в ряд с моей новой знакомой.","{'потом,': 2.3044328689575195, 'не': 4.032279968261719, 'колеблясь': 7.741582870483398, 'ни': 3.6682615280151367, 'секунды,': 1.0686988830566406, 'сделаю': 8.043129920959473, 'на': 5.985394477844238, 'месте': 4.71187686920166, '«кругом»': 19.262676239013672, 'и': 2.4371604919433594, 'отправлюсь': 5.587392807006836, 'в': 1.4357376098632812, 'ряд': 10.047719955444336, 'с': 3.8079824447631836, 'моей': 6.963861465454102, 'новой': 5.021997451782227, 'знакомой.': 3.9241504669189453}"
чак до,"{'чак': 0.0, 'до': 7.1326751708984375}","считам, че можем да отстъпваме и по-нататък, чак до харбин.","{'считам,': 17.19480609893799, 'че': 9.0474853515625, 'можем': 7.1374897956848145, 'да': 2.737283706665039, 'отстъпваме': 14.97109603881836, 'и': 2.815484046936035, 'по-нататък,': 13.490131378173828, 'чак': 8.274303436279297, 'до': 6.423334121704102, 'харбин.': 22.31312656402588}",вплоть до,"{'вплоть': 8.079374313354492, 'до': 0.02648162841796875}","я считаю, что нам можно отступать и далее, вплоть до харбина.","{'я': 0.0, 'считаю,': 10.012192726135254, 'что': 0.19993877410888672, 'нам': 5.772167205810547, 'можно': 5.351727485656738, 'отступать': 8.121781349182129, 'и': 2.635869026184082, 'далее,': 6.742380142211914, 'вплоть': 6.83859395980835, 'до': 0.0063686370849609375, 'харбина.': 19.8117618560791}",пока до,"{'пока': 0.0, 'до': 4.908921241760254}","я считаю, что нам можно отступать и далее, пока до харбина.","{'я': 0.0, 'считаю,': 10.012192726135254, 'что': 0.19993877410888672, 'нам': 5.772167205810547, 'можно': 5.351727485656738, 'отступать': 8.121781349182129, 'и': 2.635869026184082, 'далее,': 6.742380142211914, 'пока': 3.6644840240478516, 'до': 5.987526893615723, 'харбина.': 24.522066116333008}"
във вид на,"{'във': 10.890034198760986, 'вид': 7.138032913208008, 'на': 3.6018266677856445}","то беше луксозно, от махагон и с бронзова дръжка във вид на сфинкс върху пиедестал.","{'то': 0.0, 'беше': 14.774292945861816, 'луксозно,': 26.2382173538208, 'от': 5.280889511108398, 'махагон': 20.414812564849854, 'и': 3.479151725769043, 'с': 4.508169174194336, 'бронзова': 14.43479061126709, 'дръжка': 15.966975212097168, 'във': 8.278717994689941, 'вид': 7.85714054107666, 'на': 1.1456880569458008, 'сфинкс': 11.431809425354004, 'върху': 9.124629974365234, 'пиедестал.': 17.56721019744873}",в виде,"{'в': 0.0, 'виде': 7.460434436798096}","трость была дорогая, красного дерева с бронзовым набалдашником в виде сфинкса, восседающего на пьедестале.","{'трость': 10.7589693069458, 'была': 5.6651506423950195, 'дорогая,': 10.099109649658203, 'красного': 12.17345142364502, 'дерева': 2.245786666870117, 'с': 3.0695066452026367, 'бронзовым': 5.77748966217041, 'набалдашником': 4.175241470336914, 'в': 3.842021942138672, 'виде': 0.5522747039794922, 'сфинкса,': 9.519716262817383, 'восседающего': 10.072328567504883, 'на': 0.15097618103027344, 'пьедестале.': 6.391824722290039}",на вид,"{'на': 0.0, 'вид': 8.392290115356445}","трость была дорогая, красного дерева с бронзовым набалдашником на вид сфинкса, восседающего на пьедестале.","{'трость': 10.7589693069458, 'была': 5.6651506423950195, 'дорогая,': 10.099109649658203, 'красного': 12.17345142364502, 'дерева': 2.245786666870117, 'с': 3.0695066452026367, 'бронзовым': 5.77748966217041, 'набалдашником': 4.175241470336914, 'на': 0.24403953552246094, 'вид': 7.225545883178711, 'сфинкса,': 16.48433208465576, 'восседающего': 10.349617958068848, 'пьедестале.': 6.393678665161133}"
от страна на,"{'от': 0.0, 'страна': 13.719941139221191, 'на': 4.652268409729004}",поне от страна на булката.,"{'поне': 6.906849384307861, 'от': 6.227540969848633, 'страна': 14.461404800415039, 'на': 4.177888870239258, 'булката.': 18.804874420166016}",со стороны,"{'со': 0.0, 'стороны': 6.207285404205322}","во всяком случае, со стороны невесты.","{'во': 0.0, 'всяком': 9.509742736816406, 'случае,': 0.4951744079589844, 'со': 6.45707893371582, 'стороны': 1.2252178192138672, 'невесты.': 9.402837753295898}",от страны на,"{'от': 0.0, 'страны': 9.502432823181152, 'на': 4.040587425231934}","во всяком случае, от страны на невесты.","{'во': 0.0, 'всяком': 9.509742736816406, 'случае,': 0.49517345428466797, 'от': 5.742189407348633, 'страны': 8.903782844543457, 'на': 4.898881912231445, 'невесты.': 21.55186367034912}"
по повод на,"{'по': 0.0, 'повод': 11.847708702087402, 'на': 9.381511688232422}",а по повод на вашия татко приемете най-искрените ми.,"{'а': 0.0, 'по': 5.315126419067383, 'повод': 10.394384384155273, 'на': 9.46347427368164, 'вашия': 17.51818084716797, 'татко': 16.332298278808594, 'приемете': 14.566404342651367, 'най-искрените': 23.896615982055664, 'ми.': 12.30735969543457}",по поводу,"{'по': 0.0, 'поводу': 4.453176498413086}",а по поводу вашего батюшки примите мои самые искренние…,"{'а': 0.0, 'по': 5.315124034881592, 'поводу': 3.766164779663086, 'вашего': 5.913726806640625, 'батюшки': 8.647794723510742, 'примите': 10.759573936462402, 'мои': 3.245819091796875, 'самые': 2.9537601470947266, 'искренние…': 10.681177139282227}",на поводу,"{'на': 0.0, 'поводу': 9.091099739074707}",а на поводу вашего батюшки примите мои самые искренние…,"{'а': 0.0, 'на': 4.158966064453125, 'поводу': 9.01936149597168, 'вашего': 7.599880218505859, 'батюшки': 8.631993293762207, 'примите': 11.03707504272461, 'мои': 4.499148368835449, 'самые': 2.9449386596679688, 'искренние…': 10.202371597290039}"
по силата на,"{'по': 0.0, 'силата': 18.717150688171387, 'на': 0.8882923126220703}",по силата на различни причини това е много неудобно.,"{'по': 0.0, 'силата': 18.717150688171387, 'на': 0.8882923126220703, 'различни': 6.5098958015441895, 'причини': 6.6424407958984375, 'това': 9.433394432067871, 'е': 2.376354217529297, 'много': 4.555110931396484, 'неудобно.': 9.272993087768555}",в силу,"{'в': 0.0, 'силу': 8.347833633422852}",это очень неудобно в силу разных причин.,"{'это': 0.0, 'очень': 4.569401741027832, 'неудобно': 6.249809265136719, 'в': 4.166050910949707, 'силу': 5.06539249420166, 'разных': 5.402067184448242, 'причин.': 1.4598159790039062}",по силе,"{'по': 0.0, 'силе': 8.519977569580078}",это очень неудобно по силе разных причин.,"{'это': 0.0, 'очень': 4.569401741027832, 'неудобно': 6.249809265136719, 'по': 5.783123016357422, 'силе': 8.682329177856445, 'разных': 11.563241958618164, 'причин.': 6.182293891906738}"
недалече от,"{'недалече': 8.17277717590332, 'от': 2.0547866821289062}","пастирчето отишло с магарето за дърва, недалече от кошарите.","{'пастирчето': 31.22818422317505, 'отишло': 18.897005081176758, 'с': 3.537313461303711, 'магарето': 21.219547271728516, 'за': 4.853640556335449, 'дърва,': 14.472385883331299, 'недалече': 12.521923065185547, 'от': 1.567352294921875, 'кошарите.': 17.284177780151367}",недалеко от,"{'недалеко': 8.237751007080078, 'от': 0.7075052261352539}","он отправился верхом на ослике за топливом, отъехал недалеко от дома.","{'он': 0.0, 'отправился': 8.838970184326172, 'верхом': 7.8350419998168945, 'на': 0.7426519393920898, 'ослике': 6.006837844848633, 'за': 6.182844161987305, 'топливом,': 13.015792846679688, 'отъехал': 10.666559219360352, 'недалеко': 7.088177680969238, 'от': 0.34560394287109375, 'дома.': 6.091641426086426}",не дальше чем,"{'не': 0.0, 'дальше': 9.731402397155762, 'чем': 3.508577346801758}","он отправился верхом на ослике за топливом, отъехал не дальше чем дома.","{'он': 0.0, 'отправился': 8.838970184326172, 'верхом': 7.8350419998168945, 'на': 0.7426519393920898, 'ослике': 6.006837844848633, 'за': 6.182844161987305, 'топливом,': 13.015792846679688, 'отъехал': 10.666559219360352, 'не': 6.174657821655273, 'дальше': 3.7434654235839844, 'чем': 1.1845283508300781, 'дома.': 13.778946876525879}"
за сметка на,"{'за': 0.0, 'сметка': 18.033279418945312, 'на': 3.174701690673828}","или как другояче да ви разбираме – нека вълците да се размножават, да разкъсват нашите стада, да живеят за сметка на народната собственост?","{'или': 0.0, 'как': 5.236921310424805, 'другояче': 28.51136875152588, 'да': 0.1445598602294922, 'ви': 6.947589874267578, 'разбираме': 14.1390962600708, '–': 4.059759140014648, 'нека': 6.919075965881348, 'вълците': 20.75914764404297, 'се': 1.934493064880371, 'размножават,': 12.667240142822266, 'разкъсват': 12.895997047424316, 'нашите': 8.412506103515625, 'стада,': 9.542048454284668, 'живеят': 6.765196800231934, 'за': 4.30019474029541, 'сметка': 8.376916885375977, 'на': 2.033562660217285, 'народната': 6.768886566162109, 'собственост?': 10.089241027832031}",за счет,"{'за': 0.0, 'счет': 7.942633152008057}","или как вас надо понимать – пусть волки размножаются, режут наши стада, живут за счет общенародной собственности?","{'или': 0.0, 'как': 5.236921310424805, 'вас': 7.834839820861816, 'надо': 6.176154136657715, 'понимать': 5.263286590576172, '–': 5.283068656921387, 'пусть': 7.667828559875488, 'волки': 9.793083190917969, 'размножаются,': 7.78978157043457, 'режут': 9.832144737243652, 'наши': 8.25838851928711, 'стада,': 4.971109390258789, 'живут': 6.483066558837891, 'за': 4.366643905639648, 'счет': 0.7216091156005859, 'общенародной': 10.630939483642578, 'собственности?': 7.027257919311523}",за сметой,"{'за': 0.0, 'сметой': 15.753366470336914}","или как вас надо понимать – пусть волки размножаются, режут наши стада, живут за сметой общенародной собственности?","{'или': 0.0, 'как': 5.236921310424805, 'вас': 7.834839820861816, 'надо': 6.176154136657715, 'понимать': 5.263286590576172, '–': 5.283068656921387, 'пусть': 7.667828559875488, 'волки': 9.793083190917969, 'размножаются,': 7.78978157043457, 'режут': 9.832144737243652, 'наши': 8.25838851928711, 'стада,': 4.971109390258789, 'живут': 6.483066558837891, 'за': 4.366643905639648, 'сметой': 14.392396926879883, 'общенародной': 13.058513641357422, 'собственности?': 11.474971771240234}"
след свършването,"{'след': 0.0, 'свършването': 33.59532356262207}",това ще е полезно и за самия сарафин при преминаването му в следващото битие след свършването на земния му път.,"{'това': 0.0, 'ще': 11.574772834777832, 'е': 4.906601905822754, 'полезно': 8.146196365356445, 'и': 1.8216228485107422, 'за': 4.81558895111084, 'самия': 10.934957504272461, 'сарафин': 16.740684509277344, 'при': 6.665705680847168, 'преминаването': 13.348823547363281, 'му': 6.108068466186523, 'в': 3.096393585205078, 'следващото': 8.770995140075684, 'битие': 10.246416091918945, 'след': 8.578705787658691, 'свършването': 15.535381317138672, 'на': 0.7394256591796875, 'земния': 13.690844535827637, 'път.': 6.720847129821777}",по окончании,"{'по': 0.0, 'окончании': 8.18652057647705}",это было бы весьма полезным и самому меняле для перехода в иное бытие по окончании земного пути.,"{'это': 0.0, 'было': 3.8993091583251953, 'бы': 2.699185371398926, 'весьма': 4.593136787414551, 'полезным': 5.5227155685424805, 'и': 2.787189483642578, 'самому': 9.180265426635742, 'меняле': 16.33991527557373, 'для': 5.676054954528809, 'перехода': 8.349989891052246, 'в': 1.3429059982299805, 'иное': 5.722475051879883, 'бытие': 7.257999420166016, 'по': 6.188607215881348, 'окончании': 6.121955871582031, 'земного': 3.9581289291381836, 'пути.': 1.4140853881835938}",по завершению,"{'по': 0.0, 'завершению': 9.948844909667969}",это было бы весьма полезным и самому меняле для перехода в иное бытие по завершению земного пути.,"{'это': 0.0, 'было': 3.8993091583251953, 'бы': 2.699185371398926, 'весьма': 4.593136787414551, 'полезным': 5.5227155685424805, 'и': 2.787189483642578, 'самому': 9.180265426635742, 'меняле': 16.33991527557373, 'для': 5.676054954528809, 'перехода': 8.349989891052246, 'в': 1.3429059982299805, 'иное': 5.722475051879883, 'бытие': 7.257999420166016, 'по': 6.188607215881348, 'завершению': 8.873233795166016, 'земного': 4.040604591369629, 'пути.': 1.3631420135498047}"
